sucklingID,date,time,latitude,longitude,denname,remarks,mother,cub1,cub2,cub3,allosuckling1,allosuckling2,observer
su05164,2019-03-14,7:04,-3.14335,35.51222,den Airolo,,A-302,A-469,,,,,AD
su05165,2019-03-15,7:17,-3.21936,35.56895,den Savori,,S-165,S-341,S-342,,,,PN
su05166,2019-03-15,7:23,-3.21528,35.57159,den savannah2,,S-194,S-314,,,,,PN
su05167,2019-03-17,7:25,-3.21528,35.57159,den savannah2,,S-234,S-343,S-344,,,,PN
su05168,2019-03-20,7:05,-3.14335,35.51222,den Airolo,,A-359,A-499,,,,,AD
su05169,2019-03-20,7:44,-3.14335,35.51222,den Airolo,,A-339,A-507,,,,,AD
su05170,2019-03-23,6:37,-3.14783,35.62305,den Magpie,,M-376,M-469,,,,,AD
su05171,2019-03-23,6:37,-3.14783,35.62305,den Magpie,,M-414,M-470,,,,,AD
su05172,2019-03-23,7:57,-3.14783,35.62305,den Magpie,,M-429,M-472,M-473,,,,AD
su05173,2019-03-23,8:30,-3.16900,35.55883,den Locki,,L-425,L-507,,,,,PN
su05174,2019-03-24,6:50,-3.14783,35.62305,den Magpie,,M-295,M-468,,,,,AD
su05175,2019-03-24,6:50,-3.14783,35.62305,den Magpie,,M-376,M-469,,,,,AD
su05176,2019-03-24,6:50,-3.14783,35.62305,den Magpie,,M-429,M-472,M-473,,,,AD
su05177,2019-03-25,6:41,-3.15516,35.64186,,,M-419,M-466,,,,,PN
su05178,2019-03-26,6:36,-3.14783,35.62305,den Magpie,,M-295,M-468,,,,,AD
su05179,2019-03-27,17:25,-3.14783,35.62305,den Magpie,,M-429,M-472,M-473,,,,AD
su05180,2019-03-28,7:15,-3.22597,35.57035,den savannah2,,S-165,S-341,S-342,,,,PN
su05181,2019-03-28,7:15,-3.22597,35.57035,den savannah2,,S-234,S-343,S-344,,,,PN
su05182,2019-03-28,6:56,-3.14783,35.62305,den Magpie,,M-429,M-472,M-473,,,,AD
su05183,2019-03-28,7:06,-3.14783,35.62305,den Magpie,,M-296,M-474,M-475,,,,AD
su05184,2019-03-28,10:07,-3.16676,35.62742,,,M-383,M-465,,,,,PN
su05185,2019-03-29,15:45,-3.22597,35.57035,,,S-234,S-343,S-344,,,,PN
su05186,2019-04-01,6:26,-3.22597,35.57035,den savannah2,,S-165,S-341,S-342,,,,PN
su05187,2019-04-01,6:26,-3.22597,35.57035,den savannah2,,S-234,S-343,S-344,,,,PN
su05188,2019-04-02,16:34,-3.14783,35.62305,den Magpie,,M-429,M-472,M-473,,,,AD
su05189,2019-04-02,17:03,-3.14783,35.62305,den Magpie,,M-381,M-467,,,,,AD
su05190,2019-04-04,7:02,-3.22597,35.57035,den savannah2,sg,S-165,S-341,S-342,,,,PN
su05191,2019-04-04,16:12,-3.22597,35.57035,den savannah2,sg,S-234,S-343,S-344,,,,PN
su05192,2019-04-04,16:12,-3.22597,35.57035,den savannah2,sg,S-259,S-349,,,,,PN
su05193,2019-04-04,7:52,-3.14335,35.51222,den Airolo,,A-339,A-507,,,,,AD
su05194,2019-04-06,6:45,-3.14783,35.62305,den Magpie,,M-295,M-468,,,,,AD
su05195,2019-04-06,7:00,-3.14783,35.62305,den Magpie,,M-429,M-472,M-473, ,,,AD
su05196,2019-04-06,15:52,-3.22597,35.57035,den savannah2,,S-181,S-345,S-346,,,,PN
su05197,2019-04-08,11:37,-3.22001,35.56250,,,S-180,S-316,,,,,PN
su05198,2019-04-09,6:48,-3.14783,35.62305,den Magpie,,M-381,M-467,,,,,PN
su05199,2019-04-09,7:01,-3.14335,35.51222,den Airolo,,A-335,A-508,,,,,AD
su05200,2019-04-10,7:06,-3.22597,35.57035,den savannah2,sg,S-181,S-345,S-346,,,,PN
su05201,2019-04-11,7:22,-3.14335,35.51222,den Airolo,,A-339,A-507,,,,,AD
su05202,2019-04-11,7:33,-3.14335,35.51222,den Airolo,,A-335,A-508,,,,,AD
su05203,2019-04-11,7:38,-3.14335,35.51222,den Airolo,,A-359,A-499,,,,,AD
su05204,2019-04-13,8:14,-3.22597,35.57035,den savannah2,,S-234,S-343,S-344,,,,PN
su05205,2019-04-13,9:00,-3.18548,35.50952,,on shore of Lake Magadi ,F-168,F-268,,,,,AD
su05206,2019-04-14,7:05,-3.22597,35.57035,den savannah2,S-337 suckled on short intervals,S-259,S-349,S-337,,S-337,,PN
su05207,2019-04-15,7:42,-3.22597,35.57035,den savannah2,,S-165,S-341,S-342,,,,PN
su05208,2019-04-15,9:40,-3.21885,35.53976,den Tripoli,,T-150,T-214,,,,,PN
su05209,2019-04-15,9:50,-3.21918,35.53789,,,T-157,T-213,,,,,PN
su05210,2019-04-16,7:08,-3.18158,35.50773,,,F-168,F-268,,,,,AD
su05211,2019-04-17,7:18,-3.22597,35.57035,den Savannah2,,S-165,S-341,,,,,PN
su05212,2019-04-17,7:18,-3.22597,35.57035,den Savannah2,,S-181,S-345,S-346,,,,PN
su05213,2019-04-17,15:50,-3.22597,35.57035,den savannah2,severe aggression between cubs,S-165,S-341,S-342,,,,PN
su05214,2019-04-17,15:50,-3.22597,35.57035,den savannah2,,S-234,S-343,S-344,,,,PN
su05215,2019-04-17,15:50,-3.22597,35.57035,den savannah2,,S-181,S-345,S-346,,,,PN
su05216,2019-04-19,7:12,-3.22597,35.57035,den savannah2,,S-165,S-341,S-342,,,,PN
su05217,2019-04-19,15:55,-3.22597,35.57035,den savannah2,,S-234,S-343,S-344,,,,PN
su05218,2019-04-19,15:55,-3.22597,35.57035,den savannah2,,S-259,S-349,,,,,PN
su05219,2019-04-23,7:49,-3.18992,35.50122,den Furahisha 2,cub now has spots and is fluffy,F-107,F-275,,,,,AD
su05220,2019-04-24,8:00,-3.21885,35.53976,den Tripoli,,T-150,T-214,,,,,PN
su05221,2019-04-24,8:00,-3.21885,35.53976,den Tripoli,,T-157,T-213,,,,,PN
su05222,2019-04-25,7:11,-3.22597,35.57035,den savannah2,,S-165,S-341,S-342,,,,PN
su05223,2019-04-25,7:11,-3.22597,35.57035,den savannah2,,S-181,S-345,S-346,,,,PN
su05224,2019-04-25,7:01,-3.18992,35.50122,den Furahisha 2,cubs are now spotty,F-231,F-273,F-274,,,,AD
su05225,2019-04-25,7:01,-3.18992,35.50122,den Furahisha 2,about 3 months old,F-169,F-276,F-277,,,,AD
su05226,2019-04-25,7:01,-3.18992,35.50122,den Furahisha 2,about 3 weeks old,F-173,F-282,,,,,AD
su05227,2019-04-25,7:01,-3.18992,35.50122,den Furahisha 2,about 1.5 months old,F-212,F-279,F-280,,,,AD
su05228,2019-04-25,9:21,-3.18751,35.50553,,,F-168,F-268,,,,,AD
su05229,2019-04-26,15:45,-3.22597,35.57035,den Savannah2,,S-181,S-345,S-346,,,,PN
su05230,2019-04-27,7:11,-3.18992,35.50122,den Furahisha 2,,F-107,F-275,,,,,AD
su05231,2019-04-27,7:11,-3.18992,35.50122,den Furahisha 2,,F-169,F-276,F-277,,,,AD
su05232,2019-04-27,7:11,-3.18992,35.50122,den Furahisha 2,,F-231,F-273,F-274,,,,AD
su05233,2019-04-27,7:11,-3.18992,35.50122,den Furahisha 2,,F-212,F-279,F-280,,,,AD
su05234,2019-05-03,6:59,-3.18992,35.50122,den Furahisha 2,F-277 bullied by F-276 and kept away from mother,F-169,F-276,,,,,AD
su05235,2019-05-06,7:11,-3.18992,35.50122,den Furahisha 2,,F-231,F-274,,,,,AD
su05236,2019-05-06,7:32,-3.18992,35.50122,den Furahisha 2,,F-107,F-275,,,,,AD
su05237,2019-05-07,7:11,-3.18992,35.50122,den Furahisha 2,,F-107,F-275,,,,,AD
su05238,2019-05-07,7:11,-3.18992,35.50122,den Furahisha 2,,F-231,F-273,F-274,,,,AD
su05239,2019-05-07,7:11,-3.18992,35.50122,den Furahisha 2,,F-212,F-279,F-280,,,,AD
su05240,2019-05-07,7:53,-3.18992,35.50122,den Furahisha 2,,F-191,F-281,,,,,AD
su05241,2019-05-14,16:35,-3.15060,35.62235,den Milan,,M-295,M-468,,,,,PN
su05242,2019-05-22,6:56,-3.15060,35.62235,den Milan,,M-376,M-469,,,,,PN
su05243,2019-05-22,7:24,-3.16900,35.55883,den Locki,,L-443,L-501,,,,,PN
su05244,2019-05-22,7:24,-3.16900,35.55883,den Locki,,L-463,L-505,,,,,PN
su05245,2019-05-24,7:01,-3.15060,35.62235,den Milan,,M-296,M-474,M-475,,,,PN
su05246,2019-05-25,7:01,-3.15060,35.62235,den Milan,,M-296,M-474,M-475,,,,PN
su05247,2019-05-27,16:00,-3.15060,35.62235,den Milan,,M-287,M-476,M-477,,,,PN
su05248,2019-05-27,16:00,-3.15060,35.62235,den Milan,,M-296,M-474,M-475,,,,PN
su05249,2019-05-28,6:55,-3.15060,35.62235,den Milan,,M-296,M-475,,,,,PN
su05250,2019-05-28,16:10,-3.15060,35.62235,den Milan,,M-296,M-474,M-475,,,,PN
su05251,2019-05-30,10:40,-3.16900,35.55883,den Locki,,L-449,L-508,,,,,PN
su05252,2019-06-01,7:05,-3.15060,35.62235,den Milan,,M-287,M-476,M-477,,,,PN
su05253,2019-06-01,7:05,-3.15060,35.62235,den Milan,M-472 or M-473; only one seen SU. Run into hole,M-429,cub,,,,,PN
su05254,2019-06-01,7:05,-3.15060,35.62235,den Milan,"shy cub, not pictured",M-430,cub,,,,,PN
su05255,2019-06-04,16:02,-3.16900,35.55883,den Locki,,L-350,L-510,L-511,,,,PN
su05256,2019-06-04,16:02,-3.16900,35.55883,den Locki,,L-463,L-505,,,,,PN
su05257,2019-06-05,7:00,-3.15060,35.62235,den Milan,,M-296,M-474,M-475,,,,PN
su05258,2019-06-06,6:54,-3.15060,35.62235,den Milan,,M-287,M-476,M-477,,,,PN
su05259,2019-06-06,6:54,-3.15060,35.62235,den Milan,,M-429,M-472,M-473,,,,PN
su05260,2019-06-06,16:12,-3.15060,35.62235,den Milan,,M-414,M-470,,,,,PN
su05261,2019-06-06,16:12,-3.15060,35.62235,den Milan,,M-429,M-472,M-473,,,,PN
su05262,2019-06-12,16:15,-3.15060,35.62235,den Milan,,M-376,M-469,,,,,OH
su05263,2019-06-13,6:59,-3.16900,35.55883,den Locki,,L-187,L-509,,,,,PN
su05264,2019-06-14,16:08,-3.15060,35.62235,den Milan,,M-414,M-470,,,,,PN
su05265,2019-06-15,6:58,-3.16900,35.55883,den Locki,,L-187,L-509,,,,,OH
su05266,2019-06-15,6:58,-3.16900,35.55883,den Locki,,L-350,L-510,L-511,,,,OH
su05267,2019-06-15,7:46,-3.16900,35.55883,den Locki,,L-463,L-505,,,,,OH
su05268,2019-06-15,7:58,-3.16900,35.55883,den Locki,,L-449,L-508,,,,,OH
su05269,2019-06-16,6:46,-3.18992,35.50122,den Furahisha 2,,F-192,F-271,,,,,PN
su05270,2019-06-16,8:50,-3.21885,35.53976,den Tripoli,,T-135,T-218,T-219,,,,PN
su05271,2019-06-16,7:05,-3.18992,35.50122,den Furahisha 2,,F-192,F-271,,,,,OH
su05272,2019-06-16,8:35,-3.16027,35.51465,den Akili,,A-445,A-514,,,,,OH
su05273,2019-06-17,8:22,-3.21885,35.53976,den Tripoli,,T-135,T-218,T-219,,,,PN
su05274,2019-06-17,8:22,-3.21885,35.53976,den Tripoli,,T-150,T-214,,,,,PN
su05275,2019-06-17,8:02,-3.16900,35.55883,den Locki,,L-187,L-509,,,,,OH
su05276,2019-06-17,11:15,-3.16027,35.51465,den Akili,A-513 trying to SU.,A-445,A-514,,,,,OH
su05277,2019-06-17,15:15,-3.16900,35.55883,den Locki,,L-187,L-509,,,,,OH
su05278,2019-06-17,15:15,-3.16900,35.55883,den Locki,,L-350,L-510,L-511,,,,OH
su05279,2019-06-17,17:05,-3.16900,35.55883,den Locki,,L-463,L-505,,,,,OH
su05280,2019-06-19,7:05,-3.16027,35.51465,den Akili,,A-339,A-507,,,,,OH
su05281,2019-06-19,8:45,-3.16027,35.51465,den Akili,,A-445,A-514,,,,,OH
su05282,2019-06-19,8:55,-3.16027,35.51465,den Akili,very short SU while A-301 standing,A-301,A-513,,,A-513,,OH
su05283,2019-06-19,16:08,-3.15060,35.62235,den Milan,,M-376,M-469,,,,,PN
su05284,2019-06-19,16:08,-3.15060,35.62235,den Milan,,M-429,M-472,M-473,,,,PN
su05285,2019-06-20,10:40,-3.16027,35.51465,den Akili,,A-429,A-511,A-512,,,,OH
su05286,2019-06-20,17:30,-3.15060,35.62235,den Milan,,M-414,M-470,,,,,OH
su05287,2019-06-21,7:16,-3.18992,35.50122,den Furahisha 2,,F-157,F-278,,,,,PN
su05288,2019-06-21,7:16,-3.18992,35.50122,den Furahisha 2,,F-168,F-268,,,,,PN
su05289,2019-06-21,7:16,-3.18992,35.50122,den Furahisha 2,,F-192,F-271,,,,,PN
su05290,2019-06-21,7:16,-3.18992,35.50122,den Furahisha 2,,F-212,F-279,F-280,,,,PN
su05291,2019-06-22,7:10,-3.19078,35.50169,,,F-138,F-269,,,,,PN
su05292,2019-06-22,7:35,-3.18992,35.50122,den Furahisha 2,,F-107,F-275,,,,,PN
su05293,2019-06-22,7:35,-3.18992,35.50122,den Furahisha 2,,F-191,F-281,,,,,PN
su05294,2019-06-22,8:34,-3.16027,35.51465,den Akili,,A-302,A-516,,,,,OH
su05295,2019-06-22,8:34,-3.16027,35.51465,den Akili,,A-429,A-511,A-512,,,,OH
su05296,2019-06-23,7:14,-3.18992,35.50122,den Furahisha 2,,F-157,F-278,,,,,PN
su05297,2019-06-23,7:14,-3.18992,35.50122,den Furahisha 2,,F-169,F-276,F-278,,F-278,,PN
su05298,2019-06-23,7:14,-3.18992,35.50122,den Furahisha 2,,F-212,F-279,F-280,,,,PN
su05299,2019-06-23,11:02,-3.18992,35.50122,den Furahisha 2,,F-181,F-283,,,,,PN
su05300,2019-06-24,7:22,-3.18992,35.50122,den Furahisha 2,,F-157,F-278,,,,,PN
su05301,2019-06-24,7:22,-3.18992,35.50122,den Furahisha 2,,F-161,F-286,,,,,PN
su05302,2019-06-24,7:22,-3.18992,35.50122,den Furahisha 2,,F-169,F-276,F-277,,,,PN
su05303,2019-06-24,7:22,-3.18992,35.50122,den Furahisha 2,,F-212,F-279,F-280,,,,PN
su05304,2019-06-24,7:22,-3.18992,35.50122,den Furahisha 2,,F-231,F-273,F-274,,,,PN
su05305,2019-06-24,8:35,-3.16502,35.51512,,,A-341,A-504,,,,,OH
su05306,2019-06-25,10:10,-3.16027,35.51465,den Akili,,A-302,A-516,,,,,OH
su05307,2019-06-25,11:47,-3.16825,35.51079,,,A-341,A-504,,,,,OH
su05308,2019-06-25,7:55,-3.18992,35.50122,den Furahisha 2,,F-161,F-286,F-287,,,,PN
su05309,2019-06-25,7:55,-3.18992,35.50122,den Furahisha 2,,F-199,F-284,F-285,,,,PN
su05310,2019-06-25,16:16,-3.18992,35.50122,den Furahisha 2,,F-231,F-274,,,,,PN
su05311,2019-06-26,9:11,-3.18992,35.50122,den Furahisha 2,,F-138,F-269,,,,,PN
su05312,2019-06-26,9:11,-3.18992,35.50122,den Furahisha 2,,F-157,F-278,,,,,PN
su05313,2019-06-26,9:11,-3.18992,35.50122,den Furahisha 2,,F-191,F-281,,,,,PN
su05314,2019-06-26,9:11,-3.18992,35.50122,den Furahisha 2,,F-231,F-273,F-274,,,,PN
su05315,2019-06-27,9:10,-3.16027,35.51465,den Akili,"A-513 skinny, constantly trying to SU from A-445 and A-302",A-302,A-516,,,,,OH
su05316,2019-06-27,9:10,-3.16027,35.51465,den Akili,"A-513 skinny, constantly trying to SU from A-445 and A-302",A-445,A-514,,,,,OH
su05317,2019-06-27,13:15,-3.18992,35.50122,den Furahisha 2,,F-107,F-275,,,,,OH
su05318,2019-06-27,15:11,-3.15060,35.62235,den Milan,,M-414,M-470,,,,,OH
su05319,2019-06-28,10:12,-3.16027,35.51465,den Akili,"A-513 skinny, constantly trying to SU from A-445 and A-302",A-445,A-514,,,,,OH
su05320,2019-06-28,16:38,-3.15060,35.62235,den Milan,,M-429,M-472,M-473,,,,OH
su05321,2019-06-29,9:09,-3.19093,35.50069,den F-204 birth,,F-204,F-288,F-289,,,,OH
su05322,2019-07-01,6:41,-3.15060,35.62235,den Milan,,M-296,M-474,M-475,,,,OH
su05323,2019-07-01,6:41,-3.15060,35.62235,den Milan,,M-429,M-472,M-473,,,,OH
su05324,2019-07-05,8:04,-3.18992,35.50122,den Furahisha 2,,F-157,F-278,,,,,PN
su05325,2019-07-05,8:04,-3.18992,35.50122,den Furahisha 2,,F-231,F-273,F-274,,,,PN
su05326,2019-07-05,11:14,-3.21885,35.53976,den Tripoli,,T-180,T-216,T-217,,,,PN
su05327,2019-07-05,16:00,-3.18992,35.50122,den Furahisha 2,,F-231,F-273,F-274,,,,PN
su05328,2019-07-06,7:25,-3.21885,35.53976,den Tripoli,,T-135,T-218,T-219,,,,PN
su05329,2019-07-06,7:25,-3.21885,35.53976,den Tripoli,,T-150,T-214,,,,,PN
su05330,2019-07-06,8:14,-3.18992,35.50122,den Furahisha 2,,F-107,F-275,,,,,PN
su05331,2019-07-06,8:14,-3.18992,35.50122,den Furahisha 2,,F-157,F-278,,,,,PN
su05332,2019-07-06,8:14,-3.18992,35.50122,den Furahisha 2,,F-204,F-288,F-289,,,,PN
su05333,2019-07-06,8:14,-3.18992,35.50122,den Furahisha 2,,F-231,F-273,F-274,,,,PN
su05334,2019-07-06,16:30,-3.16779,35.52681,,,A-232,A-515,,,,,PN
su05335,2019-07-08,7:00,-3.16900,35.55883,den Locki,,L-449,L-508,,,,,PN
su05336,2019-07-08,7:35,-3.21885,35.53976,den Tripoli,,T-150,T-214,,,,,PN
su05337,2019-07-08,7:35,-3.21885,35.53976,den Tripoli,,T-134,T-215,,,,,PN
su05338,2019-07-08,7:35,-3.21885,35.53976,den Tripoli,,T-180,T-216,T-217,,,,PN
su05339,2019-07-08,11:04,-3.16774,35.52652,,,A-341,A-504,,,,,PN
su05340,2019-07-09,7:56,-3.14254,35.68632,den Survivor,,S-185,S-350,,,,,PN
su05341,2019-07-09,8:36,-3.21885,35.53976,den Tripoli,,T-134,T-215,,,,,PN
su05342,2019-07-09,8:36,-3.21885,35.53976,den Tripoli,,T-135,T-218,T-219,,,,PN
su05343,2019-07-09,16:16,-3.21805,35.53840,,,F-138,F-269,,,,,PN
su05344,2019-07-10,9:32,-3.18992,35.50122,,,F-212,F-279,F-280,,,,PN
su05345,2019-07-10,9:32,-3.18992,35.50122,,,F-231,F-273,F-274,,,,PN
su05346,2019-07-13,15:34,-3.16941,35.55880,,,L-462,L-512,L-513,,,,PN
su05347,2019-07-17,7:05,-3.16900,35.55883,den Locki,,L-428,L-514,,,,,PN
su05348,2019-07-17,7:05,-3.16900,35.55883,den Locki,,L-462,L-512,L-513,,,,PN
su05349,2019-07-18,7:35,-3.18992,35.50122,den Furahisha 2,,F-173,F-282,,,,,PN
su05350,2019-07-18,7:35,-3.18992,35.50122,den Furahisha 2,,F-199,F-284,F-285,,,,PN
su05351,2019-07-21,6:59,-3.16900,35.55883,den Locki,,L-428,L-514,,,,,PN
su05352,2019-07-21,6:59,-3.16900,35.55883,den Locki,,L-462,L-512,L-513,,,,PN
su05353,2019-07-23,8:14,-3.14902,35.51853,den Amrit,,A-232,A-515,,,,,PN
su05354,2019-08-02,8:35,-3.17754,35.62844,den Nyuki 3,,M-376,M-469,,,,,PN
su05355,2019-08-03,7:40,-3.18992,35.50122,den Furahisha 2,,F-107,F-275,,,,,PN
su05356,2019-08-03,7:40,-3.18992,35.50122,den Furahisha 2,,F-157,F-278,,,,,PN
su05357,2019-08-08,9:20,-3.21885,35.53976,den Tripoli,,T-134,T-215,,,,,PN
su05358,2019-08-09,9:10,-3.21885,35.53976,den Tripoli,,T-135,T-218,,,,,PN
su05359,2019-08-09,9:10,-3.21885,35.53976,den Tripoli,seems young to have cub/s,T-197,T-220,,,,,PN
su05360,2019-08-14,6:56,-3.16900,35.55883,den Locki,,L-187,L-509,,,,,PN
su05361,2019-08-14,6:56,-3.16900,35.55883,den Locki,,L-449,L-508,,,,,PN
su05362,2019-08-15,7:00,-3.16900,35.55883,den Locki,,L-428,L-514,,,,,PN
su05363,2019-08-16,16:00,-3.16900,35.55883,den Locki,"not seen suckling, but was close to small cub of size of L-428 cubs",L-429,L-517,,,,,PN
su05364,2019-08-18,8:15,-3.21885,35.53976,den Tripoli,,T-135,T-218,,,,,PN
su05365,2019-08-18,8:15,-3.21885,35.53976,den Tripoli,,T-197,T-220,,,,,PN
su05366,2019-08-18,10:05,-3.16900,35.55883,den Locki,,L-428,L-514,,,,,PN
su05367,2019-08-20,7:00,-3.21885,35.53976,den Tripoli,,T-134,T-215,,,,,PN
su05368,2019-08-20,10:00,-3.18992,35.50122,den Furahisha 2,,F-173,F-282,,,,,PN
su05369,2019-08-23,7:40,-3.21885,35.53976,den Tripoli,,T-135,T-218,,,,,PN
su05370,2019-08-23,7:40,-3.21885,35.53976,den Tripoli,,T-180,T-216,T-217,,,,PN
su05371,2019-08-23,7:40,-3.21885,35.53976,den Tripoli,,T-197,T-220,,,,,PN
su05372,2019-09-18,7:13,-3.16744,35.55221,,,L-312,L-506,,,,,PN
su05373,2019-09-18,7:13,-3.16744,35.55221,,,L-428,L-514,,,,,PN
su05374,2019-09-19,6:58,-3.16744,35.55221,den Lemagrut,,L-463,L-505,,,,,PN
su05375,2019-09-19,8:35,-3.18992,35.50122,den Furahisha 2,,F-231,F-273,F-274,,,,PN
su05376,2019-09-20,6:56,-3.16523,35.55091,den Lemagrut,,L-449,L-508,,,,,PN
su05377,2019-09-20,7:56,-3.16674,35.54675,,,L-463,L-505,,,,,PN
su05378,2019-09-20,8:22,-3.18992,35.50122,den Furahisha 2,,F-204,F-288,,,,,PN
su05379,2019-09-24,16:06,-3.16523,35.55091,den Lemagrut,,L-350,L-510,L-511,,,,PN
su05380,2019-09-25,7:08,-3.16523,35.55091,den Lemagrut,,L-350,L-510,L-511,,,,PN
su05381,2019-09-25,7:08,-3.16523,35.55091,den Lemagrut,,L-428,L-514,L-515,,,,PN
su05382,2019-09-25,15:52,-3.16523,35.55091,den Lemagrut,,L-429,L-517,,,,,PN
su05383,2019-09-26,7:05,-3.16523,35.55091,den Lemagrut,,L-312,L-506,,,,,PN
su05384,2019-09-26,7:05,-3.16523,35.55091,den Lemagrut,,L-350,L-510,L-511,,,,PN
su05385,2019-09-26,7:05,-3.16523,35.55091,den Lemagrut,,L-428,L-514,,,,,PN
su05386,2019-09-26,7:05,-3.16523,35.55091,den Lemagrut,,L-429,L-517,,,,,PN
su05387,2019-09-26,7:05,-3.16523,35.55091,den Lemagrut,,L-449,L-508,,,,,PN
su05388,2019-09-26,7:05,-3.16523,35.55091,den Lemagrut,,L-462,L-512,L-513,,,,PN
su05389,2019-09-27,6:53,-3.16523,35.55091,den Lemagrut,,L-312,L-506,,,,,PN
su05390,2019-09-27,6:53,-3.16523,35.55091,den Lemagrut,,L-429,L-517,,,,,PN
su05391,2019-09-27,16:00,-3.16523,35.55091,den Lemagrut,,L-350,L-510,L-511,,,,PN
su05392,2019-09-27,16:00,-3.16523,35.55091,den Lemagrut,,L-428,L-514,L-515,,,,PN
su05393,2019-09-27,16:00,-3.16523,35.55091,den Lemagrut,,L-429,L-517,,,,,PN
su05394,2019-09-27,16:00,-3.16523,35.55091,den Lemagrut,,L-462,L-512,L-513,,,,PN
su05395,2019-10-06,6:55,-3.17758,35.63205,den Nyuki 5,,M-376,M-469,,,,,PN
su05396,2019-10-06,6:55,-3.17758,35.63205,den Nyuki 5,,M-414,M-470,,,,,PN
su05397,2019-10-06,6:55,-3.17758,35.63205,den Nyuki 5,,M-416,M-481,,,,,PN
su05398,2019-10-07,16:09,-3.17758,35.63205,den Nyuki 5,,M-263,M-483,,,,,PN
su05399,2019-10-07,16:09,-3.17758,35.63205,den Nyuki 5,,M-295,M-480,,,,,PN
su05400,2019-10-07,16:09,-3.17758,35.63205,den Nyuki 5,,M-416,M-481,,,,,PN
su05401,2019-10-08,6:59,-3.17758,35.63205,den Nyuki 5,,M-263,M-483,,,,,PN
su05402,2019-10-08,6:59,-3.17758,35.63205,den Nyuki 5,,M-287,M-476,M-477,,,,PN
su05403,2019-10-08,8:04,-3.16510,35.55012,,,L-449,L-508,,,,,PN
su05404,2019-10-08,8:07,-3.16523,35.55091,den Lemagrut,,L-462,L-512,L-513,,,,PN
su05405,2019-10-09,15:59,-3.17758,35.63205,den Nyuki 5,,M-263,M-483,,,,,PN
su05406,2019-10-11,6:52,-3.17758,35.63205,den Nyuki 5,,M-263,M-483,,,,,PN
su05407,2019-10-11,6:52,-3.17758,35.63205,den Nyuki 5,,M-296,M-474,M-475,,,,PN
su05408,2019-10-11,16:01,-3.16523,35.55091,den Lemagrut,,L-449,L-508,,,,,PN
su05409,2019-10-11,16:01,-3.16523,35.55091,den Lemagrut,,L-462,L-512,,,,,PN
su05410,2019-10-13,6:53,-3.17758,35.63205,den Nyuki 5,,M-296,M-474,M-475,,,,PN
su05411,2019-10-13,6:53,-3.17758,35.63205,den Nyuki 5,,M-429,M-472,M-473,,,,PN
su05412,2019-10-13,8:25,-3.16523,35.55091,den Lemagrut,,L-428,L-514,L-515,,,,PN
su05413,2019-10-13,14:00,-3.16523,35.55091,den Lemagrut,,L-359,L-516,,,,,PN
su05414,2019-10-13,14:00,-3.16523,35.55091,den Lemagrut,,L-462,L-512,L-513,,,,PN
su05415,2019-10-19,6:57,-3.20367,35.57500,den Sobai,,S-235,S-353,,,,,PN
su05416,2019-10-19,9:09,-3.18992,35.50122,den Furahisha 2,F-288 preventing F-289 from suckling and is almost twice as big,F-204,F-288,F-289,,,,AD
su05417,2019-10-19,9:09,-3.18992,35.50122,den Furahisha 2,,F-191,F-281,,,,,AD
su05418,2019-10-19,15:45,-3.20367,35.57500,den Sobai,,S-138,S-355,S-356,,,,PN
su05419,2019-10-19,15:45,-3.20367,35.57500,den Sobai,,S-161,S-360,S-361,,,,PN
su05420,2019-10-20,8:37,-3.20367,35.57500,den Sobai,,S-125,S-357,,,,,PN
su05421,2019-10-20,15:56,-3.20367,35.57500,den Sobai,,S-125,S-357,,,,,PN
su05422,2019-10-20,15:56,-3.20367,35.57500,den Sobai,,S-235,S-353,S-354,,,,PN
su05323,2019-10-21,17:04,-3.17758,35.63205,den Nyuki 5,,M-295,M-480,,,,,PN
su05324,2019-10-21,17:04,-3.17758,35.63205,den Nyuki 5,,M-414,M-470,,,,,PN
su05425,2019-10-21,6:59,-3.18992,35.50122,den Furahisha 2,,F-204,F-288,F-289,,,,AD
su05426,2019-10-25,6:30,-3.17758,35.63205,den Nyuki 5,,M-416,M-481,M-482,,,,PN
su05427,2019-10-25,7:28,-3.20367,35.57500,den Sobai,,S-138,S-355,S-356,,,,PN
su05428,2019-10-28,8:06,-3.16683,35.54917,den Lisboa 2,,L-312,L-506,,,,,PN
su05429,2019-10-28,16:00,-3.16683,35.54917,den Lisboa 2,,L-429,L-517,L-518,,,,PN
su05430,2019-10-28,16:00,-3.16683,35.54917,den Lisboa 2,,L-462,L-512,L-513,,,,PN
su05431,2019-10-29,7:32,-3.18992,35.50122,den Furahisha 2,,F-181,F-283,,,,,AD
su05432,2019-10-29,8:25,-3.14583,35.56767,den Esapai,,E-245,E-299,,,,,PN
su05433,2019-10-29,16:36,-3.16683,35.54917,den Lisboa 2,,L-425,L-519,,,,,AD
su05434,2019-11-09,17:04,-3.17758,35.63205,den Nyuki 5,,M-416,M-481,M-482,,,,AD
su05435,2019-11-09,16:40,-3.17758,35.63205,den Nyuki 5,,M-429,M-472,M-473,,,,AD
su05436,2019-11-10,10:10,-3.20340,35.57546,den Sobai 4,,S-235,S-353,,,,,PN
su05437,2019-11-10,17:16,-3.17758,35.63205,den Nyuki 5,,M-263,M-483,,,,,OH
