name,sex,birthclan,birthdate,mothergenetic,mothersocial,father,litterdominance,DNA,litterdominancegenetic,name2,deathconfirmed,deathcause,comments,resident
S-107,1,S,2003-09-08,A-018,A-018,,2,FALSE,2,,,,,native
S-108,1,S,2004-04-29,A-019,A-019,,1,FALSE,1,,,,,native
S-109,,S,2004-04-29,A-019,A-019,,2,FALSE,2,,,,,native
S-110,,S,2004-10-18,S-086,S-086,,1,FALSE,1,,,,,native
S-111,,S,2004-10-18,S-086,S-086,,2,FALSE,2,,,,,native
S-112,2,S,2004-10-10,S-084,S-084,N-094,1,TRUE,1,,,,,native
S-113,1,S,2004-10-10,S-084,S-084,N-094,2,TRUE,2,Karanga,,,,native
S-114,1,S,2004-10-14,A-008,A-008,S-040,1,TRUE,1,Baghami,,,,native
S-115,1,S,2004-10-14,A-008,A-008,,2,FALSE,2,,,,,native
S-116,2,S,2005-05-07,A-019,A-019,T-040,1,TRUE,1,,,,,native
S-117,1,S,2005-05-07,A-019,A-019,T-040,2,TRUE,2,,,,,native
S-118,2,S,2005-06-17,S-086,S-086,M-144,,TRUE,,,,,,native
S-119,2,S,2005-07-29,S-105,S-105,N-094,,TRUE,,S-123?,,,,native
S-120,2,S,2006-01-23,S-084,S-084,N-094,1,TRUE,1,,,,,native
S-121,1,S,2006-01-23,S-084,S-084,N-094,2,TRUE,2,,,,,native
S-122,1,S,2006-01-26,S-082,S-082,,,FALSE,,,,,,native
S-123,1,S,2006-03-19,S-105,S-105,M-181,1,TRUE,1,,,,,native
S-124,1,S,2006-03-19,S-105,S-105,M-181,2,TRUE,2,Rakibu,,,,native
S-125,2,S,2006-05-29,A-008,A-008,T-040,1,TRUE,1,,,,seems larger/older than S-126,native
S-126,2,S,2006-05-29,A-008,A-008,T-040,2,TRUE,2,,,,,native
S-127,2,S,2006-06-08,S-086,S-086,M-197,,TRUE,,,,,,native
S-128,2,S,2007-06-24,S-105,S-105,M-181,1,TRUE,1,,,,seen last at birth den,native
S-129,2,S,2007-06-24,S-105,S-105,M-181,2,TRUE,2,,,,,native
S-130,1,S,2007-07-24,A-019,A-019,,,FALSE,,,,,,native
S-131,2,S,2007-07-30,S-082,S-082,M-158,1,TRUE,1,Wamba,,,,native
S-132,2,S,2007-07-30,S-082,S-082,M-158,2,TRUE,2,,,,,native
S-133,,S,2007-08-24,S-086,S-086,,1,FALSE,1,,,,,native
S-134,1,S,2007-08-24,S-086,S-086,,2,FALSE,2,,,,,native
S-135,1,S,2007-12-27,A-008,A-008,M-181,1,TRUE,1,Milou,,,,native
S-136,,S,2007-12-27,A-008,A-008,,2,FALSE,2,,,,,native
S-137,2,S,2008-04-30,S-105,S-105,M-144,1,TRUE,1,,,,,native
S-138,2,S,2008-04-30,S-105,S-105,M-144,2,TRUE,2,,,,,native
S-139,2,S,2008-07-14,S-084,S-084,M-144,1,TRUE,1,,,,,native
S-140,1,S,2008-07-14,S-084,S-084,M-144,2,TRUE,2,Pequeno,,,,native
S-141,1,S,2008-09-25,S-086,S-086,M-158,1,TRUE,1,,,,,native
S-142,1,S,2008-09-25,S-086,S-086,M-158,2,TRUE,2,,,,,native
S-143,1,S,2009-02-16,A-019,A-019,M-158,1,TRUE,1,,,,,native
S-144,2,S,2009-02-16,A-019,A-019,M-158,2,TRUE,2,,,,,native
S-145,2,S,2009-03-06,S-116,S-116,M-158,,TRUE,,,,,,native
S-146,1,S,2009-05-09,S-082,S-082,M-197,,TRUE,,Mohican,,,,native
S-147,1,S,2009-05-12,S-127,S-127,M-240,,TRUE,,,,,"put as male in August 09, but thought to be female 2010-03-04, confirmed to be male by Kerstin",native
S-148,1,S,2009-05-17,S-105,S-105,M-181,1,TRUE,1,,,,,native
S-149,1,S,2009-05-17,S-105,S-105,,2,FALSE,2,,,,,native
S-150,2,S,2009-11-20,S-120,S-120,M-240,,TRUE,,,,,,native
S-151,2,S,2010-01-17,S-086,S-086,,,FALSE,,,,,,native
S-152,2,S,2010-02-22,S-105,S-105,M-181,1,TRUE,1,,,,,native
S-153,2,S,2010-02-22,S-105,S-105,M-181,2,TRUE,2,Kosa,,,,native
S-154,1,S,2010-08-03,S-129,S-129,M-269,,TRUE,,,,,,native
S-155,2,S,2010-09-18,S-128,S-128,M-240,1,TRUE,1,,,,,native
S-156,1,S,2010-09-18,S-128,S-128,M-240,2,TRUE,2,,,,,native
S-157,2,S,2010-09-23,S-127,S-127,M-254,1,TRUE,1,,,,,native
S-158,2,S,2010-09-23,S-127,S-127,M-269,2,TRUE,2,,,,,native
S-159,2,S,2010-09-27,S-116,S-116,M-197,,TRUE,,,2021-08-21,vehicle collision,,native
S-160,1,S,2010-10-09,S-084,S-084,M-262,,TRUE,,,2012-11-22,lions,,native
S-161,2,S,2010-10-14,S-086,S-086,M-240,1,TRUE,1,Tawanyika,,,,native
S-162,2,S,2010-10-14,S-086,S-086,M-240,2,TRUE,2,,,,,native
S-163,1,S,2010-10-17,S-125,S-125,M-261,1,TRUE,1,,,,,native
S-164,2,S,2010-10-17,S-125,S-125,,2,FALSE,2,,,,,native
S-165,2,S,2010-12-06,S-105,S-105,M-181,1,TRUE,1,Chozi,,,,native
S-166,2,S,2010-12-06,S-105,S-105,M-181,2,TRUE,2,,,,,native
S-167,2,S,2010-12-10,S-138,S-138,M-269,1,TRUE,1,,,,,native
S-168,1,S,2010-12-10,S-138,S-138,M-262,2,TRUE,2,,,,,native
S-169,2,S,2010-12-08,S-131,S-131,,,FALSE,,,,,,native
S-170,2,S,2011-01-14,S-082,S-082,,1,FALSE,1,,,starvation,starved after mother died,native
S-171,,S,2011-01-14,S-082,S-082,,2,FALSE,2,,,starvation,starved after mother died,native
S-172,2,S,2011-07-20,S-131,S-131,M-254,1,TRUE,1,,,,,native
S-173,2,S,2011-07-20,S-131,S-131,M-254,2,TRUE,2,,,,,native
S-174,1,S,2011-09-08,S-105,S-105,M-254,1,TRUE,1,"Zagreus, cubC",,,,native
S-175,1,S,2011-09-08,S-105,S-105,M-254,2,TRUE,2,cubD,,,,native
S-176,2,S,2011-11-11,S-127,S-127,L-289,1,TRUE,1,cubB,,,,native
S-177,1,S,2011-11-11,S-127,S-127,L-299,2,TRUE,2,cub1,,,,native
S-178,,S,2011-11-11,S-127,S-127,,3,FALSE,3,,,,,native
S-179,1,S,2011-11-04,S-120,S-120,M-181,,TRUE,,cubA,,,,native
S-180,2,S,2011-12-15,S-138,S-138,M-271,1,TRUE,1,Sphynx,,,,native
S-181,2,S,2011-12-15,S-138,S-138,M-271,2,TRUE,2,,,,,native
S-182,2,S,2011-12-25,S-086,S-086,M-181,1,TRUE,1,"Cornea, cubE",,,,native
S-183,1,S,2011-12-25,S-086,S-086,M-181,2,TRUE,2,cubF,,,,native
S-184,2,S,2012-01-08,S-129,S-129,L-299,1,TRUE,1,,,,,native
S-185,2,S,2012-01-08,S-129,S-129,M-240,2,TRUE,2,X-120,,,,native
S-186,2,S,2012-01-12,S-128,S-128,M-271,,TRUE,,"cubG, cub2",,,,native
S-187,2,S,2012-01-20,S-116,S-116,M-269,,TRUE,,,,disease,skinny at last sight,native
S-188,1,S,2012-02-05,S-125,S-125,M-282,1,TRUE,1,Minifu,,,,native
S-189,1,S,2012-02-05,S-125,S-125,M-282,2,TRUE,2,Dhaifu (weak),,,,native
S-190,1,S,2012-04-12,S-153,S-153,M-240,1,TRUE,1,,,,,native
S-191,2,S,2012-04-12,S-153,S-153,M-240,2,TRUE,2,,,,,native
S-192,,S,2012-05-21,S-145,S-145,,,FALSE,,,,,,native
S-193,2,S,2012-07-19,S-105,S-105,M-181,1,TRUE,1,Kuzima,,,,native
S-194,2,S,2012-07-19,S-105,S-105,M-181,2,TRUE,2,,,,,native
S-195,1,S,2012-07-26,S-084,S-084,M-269,,TRUE,,,,,,native
S-196,,S,2013-02-11,S-152,S-152,,,FALSE,,,,,,native
S-197,,S,2013-02-26,S-138,S-138,,1,FALSE,1,,,,,native
S-198,,S,2013-02-26,S-138,S-138,,2,FALSE,2,,,,,native
S-199,,S,2013-02-28,S-127,S-127,,,FALSE,,,,,"cub(s) not seen but circumstantial evidence (deep in dh, follows other lactating females to new den) strongly suggests that she must have had cub(s)",native
S-200,,S,2013-03-02,S-165,S-165,,,FALSE,,,,,"cub(s) not seen but circumstantial evidence (deep in dh, follows other lactating females to new den) strongly suggests that she must have had cub(s)",native
S-201,2,S,2013-04-09,S-166,S-166,M-286,1,TRUE,1,,,,,native
S-202,2,S,2013-04-09,S-166,S-166,M-286,2,TRUE,2,,,,,native
S-203,1,S,2013-04-24,S-139,S-139,M-158,1,TRUE,1,,,,,native
S-204,2,S,2013-04-24,S-139,S-139,L-289,2,TRUE,2,,,,,native
S-205,,S,2013-05-01,S-128,S-128,,,FALSE,,,,,"cub(s) not seen but circumstantial evidence (deep in dh, follows other lactating females to new den) strongly suggests that she must have had cub(s)",native
S-206,2,S,2013-05-05,S-131,S-131,M-286,1,TRUE,1,Kiraia,,,,native
S-207,1,S,2013-05-05,S-131,S-131,M-286,2,TRUE,2,,,,,native
S-208,2,S,2013-06-15,S-105,S-105,M-254,1,TRUE,1,Kidonda,,,,native
S-209,2,S,2013-06-15,S-105,S-105,M-254,2,TRUE,2,Jacinda,,,,native
S-210,1,S,2013-07-14,S-153,S-153,M-271,,TRUE,,,,,,native
S-211,2,S,2013-07-24,S-129,S-129,,,FALSE,,,,,,native
S-212,2,S,2013-08-06,S-165,S-165,M-271,,TRUE,,,,,,native
S-213,1,S,2013-08-18,S-138,S-138,M-240,,TRUE,,,,,,native
S-214,1,S,2013-09-13,S-127,S-127,M-269,,TRUE,,Kevu,,,,native
S-215,2,S,2013-09-27,S-152,S-152,M-240,,TRUE,,,,,,native
S-216,2,S,2014-02-02,S-125,S-125,M-282,,TRUE,,,,,,native
S-217,2,S,2014-02-15,S-116,S-116,M-286,1,TRUE,1,,,,,native
S-218,1,S,2014-02-15,S-116,S-116,M-286,2,TRUE,2,,,,,native
S-219,2,S,2014-02-26,S-162,S-162,N-164,,TRUE,,,,,,native
S-220,1,S,2014-03-20,S-150,S-150,L-316,1,TRUE,1,,,,,native
S-221,1,S,2014-03-20,S-150,S-150,,2,FALSE,2,,,,,native
S-222,2,S,2014-08-02,S-166,S-166,M-254,1,TRUE,1,,,,,native
S-223,1,S,2014-08-02,S-166,S-166,M-254,2,TRUE,2,,,,,native
S-224,1,S,2014-08-14,S-155,S-155,L-278,,TRUE,,Maradufu,,,,native
S-225,1,S,2014-08-25,S-153,S-153,M-271,,TRUE,,"Sharam, X-114",,,,native
S-226,2,S,2014-11-01,S-139,S-139,M-269,,TRUE,,,,,,native
S-227,1,S,2014-11-06,S-145,S-145,L-299,1,TRUE,1,,,,,native
S-228,1,S,2014-11-06,S-145,S-145,L-299,2,TRUE,2,,,,,native
S-229,1,S,2014-11-12,S-138,S-138,L-299,,TRUE,,,,,,native
S-230,1,S,2014-12-04,S-161,S-161,E-165,2,TRUE,2,S-cub1,,,,native
S-231,1,S,2014-12-04,S-161,S-161,E-165,1,TRUE,1,S-cub3,,,,native
S-232,1,S,2014-12-23,S-193,S-193,M-254,1,TRUE,1,"S-241, cute fat",,,,native
S-233,,S,2014-12-23,S-193,S-193,,2,FALSE,2,,,,,native
S-234,2,S,2014-12-28,S-165,S-165,L-278,1,TRUE,1,Chibo,,,,native
S-235,2,S,2014-12-28,S-165,S-165,L-278,2,TRUE,2,Makunyanzi,,,,native
S-236,1,S,2015-01-02,S-152,S-152,M-282,1,TRUE,1,,,,,native
S-237,1,S,2015-01-02,S-152,S-152,M-282,2,TRUE,2,,,,,native
S-238,2,S,2015-02-10,S-129,S-129,N-176,1,TRUE,1,S-cub2,,,,native
S-239,1,S,2015-02-10,S-129,S-129,N-176,2,TRUE,2,S-light,,,,native
S-240,1,S,2015-03-04,S-186,S-186,N-164,,TRUE,,,,,,native
S-242,1,S,2015-04-02,S-180,S-180,N-164,,TRUE,,S-cub5,,,,native
S-243,2,S,2015-05-10,S-194,S-194,M-271,1,TRUE,1,,,,,native
S-244,1,S,2015-05-10,S-194,S-194,M-271,2,TRUE,2,,,,,native
S-245,2,S,2015-05-20,S-131,S-131,M-286,1,TRUE,1,S-cub4,,,,native
S-246,2,S,2015-05-20,S-131,S-131,M-286,2,TRUE,2,Maridadi,,,,native
S-247,2,S,2015-06-15,S-159,S-159,L-308,1,TRUE,1,,2022-02-07,,,native
S-248,2,S,2015-06-15,S-159,S-159,L-308,2,TRUE,2,,,,,native
S-249,1,S,2015-07-08,S-127,S-127,M-240,,TRUE,,Pweke,,,,native
S-250,1,S,2015-08-11,S-193,S-193,L-278,,TRUE,,,,,,native
S-251,2,S,2015-01-24,S-181,S-181,L-316,,TRUE,,,,,,native
S-252,2,S,2015-10-08,S-166,S-166,,,FALSE,,,,,,native
S-253,,S,2015-11-08,S-150,S-150,,,FALSE,,,,,,native
S-254,1,S,2015-11-28,S-153,S-153,L-299,1,TRUE,1,,,,,native
S-255,1,S,2015-11-28,S-153,S-153,M-254,2,TRUE,2,,,,,native
S-256,1,S,2015-11-21,S-125,S-125,L-315,,TRUE,,,,,,native
S-257,1,S,2015-11-24,S-157,S-157,L-303,,TRUE,,,,,,native
S-258,2,S,2016-01-24,S-116,S-116,M-269,,TRUE,,,,,,native
S-259,2,S,2016-03-05,S-212,S-212,L-316,,TRUE,,,,,,native
S-260,1,S,2016-04-08,S-184,S-184,L-289,,TRUE,,,,,,native
S-261,1,S,2016-03-12,S-139,S-139,L-315,,TRUE,,,,,,native
S-262,2,S,2016-04-16,S-165,S-165,M-282,1,TRUE,1,,,,,native
S-263,1,S,2016-04-16,S-165,S-165,S-188,2,TRUE,2,,,,,native
S-264,2,S,2016-04-20,S-138,S-138,L-278,,TRUE,,,,,,native
S-265,2,S,2016-04-14,S-155,S-155,N-125,,TRUE,,,,,,native
S-266,1,S,2016-04-28,S-150,S-150,L-303,,TRUE,,,,,,native
S-267,,S,2016-05-10,,,,,FALSE,,,,,,native
S-268,,S,2016-06-03,S-181,S-181,,1,FALSE,1,,,,,native
S-269,2,S,2016-06-03,S-181,S-181,L-349,2,TRUE,2,,,,,native
S-270,1,S,2016-06-27,S-173,S-173,A-295,,TRUE,,,,,,native
S-271,2,S,2016-05-09,S-166,S-201,M-269,,TRUE,,,2016-10-16,lions,S-201 not seen suckling but stayed with S-271 just before and after S-271 died,native
S-272,2,S,2016-05-12,S-152,S-152,L-299,1,TRUE,1,,,,,native
S-273,2,S,2016-05-12,S-152,S-152,L-278,2,TRUE,2,,,,,native
S-274,2,S,2016-05-14,S-180,S-180,L-316,1,TRUE,1,,,,,native
S-275,1,S,2016-05-14,S-180,S-180,L-316,2,TRUE,2,Mcheshi,,,,native
S-276,1,S,2016-07-20,S-208,S-208,L-316,,TRUE,,,,,cub on pictures S-276 and sample clearly is male.,native
S-277,1,S,2016-09-19,S-161,S-161,M-269,1,TRUE,1,,,,"not sure the sample is really from S-277 because sampled cub not seen suckling. If it is the sampled cub, then it is a male.",native
S-278,,S,2016-09-19,S-161,S-161,,2,FALSE,2,,,,,native
S-279,2,S,2016-10-05,S-209,S-209,M-240,,TRUE,,,,,,native
S-280,1,S,2016-10-18,S-182,S-182,,1,FALSE,1,,,,,native
S-281,1,S,2016-10-18,S-182,S-182,,2,FALSE,2,,,,,native
S-282,1,S,2016-11-10,S-145,S-145,,1,FALSE,1,,,,,native
S-283,1,S,2016-11-10,S-145,S-145,,2,FALSE,2,,,,,native
S-284,1,S,2016-12-14,S-193,S-193,L-278,1,TRUE,1,,,,,native
S-285,,S,2016-12-14,S-193,S-193,,2,FALSE,2,,,,,native
S-286,2,S,2016-12-17,S-166,S-166,M-240,1,TRUE,1,,,,,native
S-287,2,S,2016-12-17,S-166,S-166,M-240,2,TRUE,2,,,,,native
S-288,1,S,2016-12-22,S-215,S-215,,1,FALSE,1,,,,,native
S-289,2,S,2016-12-22,S-215,S-215,A-327,2,TRUE,2,,,,,native
S-290,1,S,2017-03-01,S-201,S-201,N-164,1,TRUE,1,,,,,native
S-291,1,S,2017-03-01,S-201,S-201,N-164,2,TRUE,2,,,,,native
S-292,1,S,2017-02-08,S-153,S-153,L-299,1,TRUE,1,,,,,native
S-293,1,S,2017-02-08,S-153,S-153,L-303,2,TRUE,2,,,,,native
S-294,2,S,2017-03-08,S-235,S-235,L-303,,TRUE,,,,,,native
S-295,2,S,2017-03-18,S-165,S-165,M-240,1,TRUE,1,S-unknown,,,could be sibling of S-294,native
S-296,2,S,2017-04-15,S-234,S-234,N-164,1,TRUE,1,"S-female-unknown, was given birth date 2017-04-09 at first sight, did not think that it was sibling of S-297",,,,native
S-297,2,S,2017-04-15,S-234,S-234,N-164,2,TRUE,2,"was given birth date 2017-05-10 at first sight, did not think that it was sibling of S-296",,,,native
S-298,,S,2017-05-22,S-181,S-181,,1,FALSE,1,,,,,native
S-299,1,S,2017-05-22,S-181,S-181,L-349,2,TRUE,2,,,,,native
S-300,1,S,2017-06-09,S-184,S-184,L-321,,TRUE,,,,,,native
S-301,2,S,2017-03-18,S-165,S-165,M-240,2,TRUE,2,,,,,native
S-302,2,S,2017-04-28,S-138,S-138,M-240,,TRUE,,,,,,native
S-303,1,S,2017-05-30,S-145,S-145,L-315,1,TRUE,1,,,,,native
S-304,1,S,2017-06-03,S-159,S-159,,,FALSE,,,,,,native
S-305,2,S,2017-06-06,S-116,S-145,L-315,2,TRUE,1,,,,,native
S-306,,S,2017-06-06,S-116,S-116,,,FALSE,2,,,,not seen suckling from S-116 but assumed to be her cub because of similar appearance as S-305,native
S-307,1,S,2017-08-12,S-127,S-127,L-315,,TRUE,,,,,,native
S-308,2,S,2017-09-08,S-212,S-212,L-299,1,TRUE,1,,,,,native
S-309,1,S,2017-09-08,S-212,S-212,L-299,2,TRUE,2,,,,,native
S-310,2,S,2017-10-19,S-182,S-182,L-289,,TRUE,,,,,,native
S-311,2,S,2017-10-27,S-161,S-161,A-327,1,TRUE,1,,,,,native
S-312,1,S,2017-10-27,S-161,S-161,M-240,2,TRUE,2,,,,,native
S-313,1,S,2017-11-11,S-208,S-208,L-316,,TRUE,,,,,,native
S-314,2,S,2017-12-02,S-194,S-194,A-306,,TRUE,,S-unknown,,,,native
S-315,1,S,2018-01-10,S-180,S-180,L-316,1,TRUE,1,,,,,native
S-316,1,S,2018-01-10,S-180,S-180,L-316,2,TRUE,2,Upatu,,,,native
S-317,1,S,2018-01-14,S-155,S-155,,1,FALSE,1,,,,,native
S-318,1,S,2018-01-14,S-155,S-155,,2,FALSE,2,,,,,native
S-319,1,S,2018-01-01,S-125,S-125,,,FALSE,,,,,,native
S-320,1,S,2017-12-25,S-152,S-152,,,FALSE,,,,,,native
S-321,2,S,2018-01-24,S-166,S-166,,1,FALSE,1,S-female1,,,,native
S-322,2,S,2018-01-24,S-166,S-166,,2,FALSE,2,spotty-unknown,,,,native
S-323,,S,2018-03-23,S-139,S-139,,,FALSE,,,,,,native
S-324,,S,2018-03-25,S-206,S-206,,,FALSE,,,,,,native
S-325,2,S,2018-04-19,S-234,S-234,L-316,,TRUE,,,,,,native
S-326,2,S,2018-07-05,S-131,S-193,A-327,,TRUE,,,,,,native
S-327,2,S,2018-08-19,S-165,S-165,L-299,,TRUE,,,2018-09-06,infanticide,probably by S-234,native
S-328,2,S,2018-07-27,S-173,S-173,,,FALSE,,,,,,native
S-329,2,S,2018-11-10,S-155,S-155,,1,FALSE,1,S-shinny,,,on 2019-03-12 PN estimated birthday 2018-12-04 but OH saw S-155 SU 2 cubs on 2018-12-04,native
S-330,2,S,2018-11-10,S-155,S-155,,2,FALSE,2,S-spotty,,,on 2019-03-12 PN estimated birthday 2018-12-04 but OH saw S-155 SU 2 cubs on 2018-12-04,native
S-331,2,S,2018-11-19,S-153,S-153,N-164,,TRUE,,S-female1,,,on 2019-03-12 PN estimated birthday 2018-12-11 but OH saw S-153 SU a 2 week old cub on 2018-12-04,native
S-332,1,S,2018-11-21,S-222,S-222,,,FALSE,,S-222_cub1,,,on 2019-03-12 PN estimated birthday 2018-12-16,native
S-333,2,S,2018-11-23,S-182,S-182,,1,FALSE,1,S-female2,,,on 2019-03-12 PN estimated birthday 2018-12-21 but OH saw S-182 SU one 17 days old cub on 2018-12-09,native
S-334,2,S,2018-11-23,S-182,S-182,,2,FALSE,2,S-female3,,,,native
S-335,1,S,2018-11-25,S-139,S-139,A-306,1,TRUE,1,S-139_cub1,,,on 2019-03-12 PN estimated birthday 2018-12-25 but OH saw S-139 SU cub on 2018-12-16,native
S-336,1,S,2018-11-25,S-139,S-139,N-176,2,TRUE,2,S-139_cub2,,,on 2019-03-12 PN estimated birthday 2018-12-25 but OH saw S-139 SU cub on 2018-12-16,native
S-337,1,S,2018-12-02,S-209,S-209,A-390,1,TRUE,1,S-shaggy,,,on 2019-03-12 PN estimated birthday 2018-12-27,native
S-338,1,S,2018-12-02,S-209,S-209,A-390,2,TRUE,2,S-few spots,,,on 2019-03-12 PN estimated birthday 2018-12-27,native
S-339,,S,2018-12-08,S-152,S-152,,,FALSE,,S-152_cub,,,,native
S-340,,S,2018-12-15,S-215,S-215,,,FALSE,,S-215_cub,,,,native
S-341,1,S,2019-01-22,S-165,S-165,A-343,1,TRUE,1,S-165_cub1,,,on 2019-03-12 PN estimated birthday 2019-01-26,native
S-342,1,S,2019-01-22,S-165,S-165,,2,FALSE,2,S-165_cub2,,,on 2019-03-12 PN estimated birthday 2019-01-29,native
S-343,1,S,2019-01-26,S-234,S-234,,1,FALSE,1,S-234_cub1,,,,native
S-344,1,S,2019-01-26,S-234,S-234,L-316,2,TRUE,2,S-234_cub2,,,,native
S-345,2,S,2019-02-03,S-181,S-181,,1,FALSE,1,S-181_cub1,,,,native
S-346,1,S,2019-02-03,S-181,S-181,A-386,2,TRUE,2,S-181_cub2,,,,native
S-347,2,S,2019-01-03,S-201,S-201,L-303,,TRUE,,S-pleasant,,starvation,starved after mother died,native
S-348,,S,2019-02-25,S-243,S-243,,,FALSE,,S-243_cub1,,,,native
S-349,,S,2019-03-06,S-259,S-259,,,FALSE,,,,,,native
S-350,,S,2019-05-24,S-185,S-185,,,FALSE,,,,,,native
S-351,1,S,2019-06-24,S-222,S-222,L-316,1,TRUE,1,S-bold,,,,native
S-352,1,S,2019-06-24,S-222,S-222,L-316,2,TRUE,2,S-beautiful,,,,native
S-353,1,S,2019-07-23,S-235,S-235,,1,TRUE,1,S-235_cub1,,,,native
S-354,1,S,2019-07-23,S-235,S-235,A-343,2,TRUE,2,"S-235_cub2, S-beauty",,,,native
S-355,1,S,2019-07-16,S-138,S-138,A-386,1,TRUE,1,S-138_cub1,,,,native
S-356,1,S,2019-07-16,S-138,S-138,A-386,2,TRUE,2,S-138_cub2,,,,native
S-357,1,S,2019-08-26,S-125,S-125,A-374,,TRUE,,S-125_cub1,,,,native
S-358,1,S,2019-09-05,S-153,S-153,A-306,1,TRUE,1,S-153_cub1,,,,native
S-359,2,S,2019-09-05,S-153,S-153,A-306,2,TRUE,2,S-153_cub2,,,,native
S-360,1,S,2019-09-12,S-161,S-161,L-316,1,TRUE,1,S-161_cub1,,,,native
S-361,1,S,2019-09-12,S-161,S-161,L-349,2,TRUE,2,S-161_cub2,,,,native
S-362,2,S,2019-11-07,S-181,S-181,,,FALSE,,S-spotty-female,,,,native
S-363,1,S,2019-11-12,S-234,S-184,S-188,1,TRUE,2,,,,adopted,native
S-364,,S,2019-11-16,S-184,S-184,,2,FALSE,,,,,,native
S-365,2,S,2019-11-12,S-234,S-234,S-224,,TRUE,1,Fitina,,,,native
S-366,,S,2019-11-21,S-131,S-131,,,FALSE,,,,,,native
S-367,1,S,2019-10-28,S-259,S-259,S-188,,TRUE,,S-259-cub,,,,native
S-368,,S,2020-02-09,S-226,S-226,,,FALSE,,,,,,native
S-369,,S,2020-02-16,S-185,S-185,,,FALSE,,,,,,native
S-370,1,S,2020-05-02,S-165,S-165,L-316,,TRUE,,,,,,native
S-371,2,S,2020-05-25,S-173,S-173,A-306,1,TRUE,1,Chacma,,,,native
S-372,2,S,2020-05-25,S-173,S-173,A-306,2,TRUE,2,,,,,native
S-373,1,S,2020-07-09,S-265,S-259,A-399,1,TRUE,,,,,S-373 also nursed by S-259. Both mothers happy to nurse S-373. PN thinks that his mother is S-259. S-373+S-374+S-375 could also be triplet of S-259 because she once suckled all three of them,native
S-374,1,S,2020-07-23,S-259,S-259,,2,FALSE,1,,,,S-374 only nursed by S-259. S-259 happy to nurse him. S-374 very aggressive against S-375. PN thinks that his mother is S-259. S-373+S-374+S-375 could also be triplet of S-259 because she once suckled all three of them,native
S-375,2,S,2020-07-23,S-259,S-259,A-399,3,TRUE,2,,,,S-375 tried to SU from both S-265+S-259 but both mothers tried to reject S-375 and S-375 only managed to SU from S-259. PN thinks that her mother is S-265. S-373+S-374+S-375 could also be triplet of S-259 because she once suckled all three of them,native
S-376,1,S,2020-09-21,S-234,S-234,A-373,1,TRUE,1,S-234_cub1,,,,native
S-377,1,S,2020-09-21,S-234,S-234,A-373,2,TRUE,2,S-234_cub2,,,,native
S-378,1,S,2020-09-29,S-193,S-193,A-345,,TRUE,,S-193_cub1,,,,native
S-379,,S,2020-10-05,S-286,S-286,,,FALSE,,S-286_cub1,,,,native
S-380,2,S,2020-11-08,S-235,S-235,L-277,,TRUE,,S-235_cub1,,,,native
S-381,2,S,2021-01-10,S-138,S-138,A-373,,TRUE,,S-138_cub1,,,,native
S-382,1,S,2021-01-26,S-184,S-184,,,FALSE,,S-184_cub?,,,,native
S-383,2,S,2021-02-28,S-181,S-181,A-345,1,TRUE,1,,,,,native
S-384,1,S,2021-02-28,S-181,S-181,A-345,2,TRUE,2,,,,has ear notch right ear inside,native
S-385,2,S,2021-03-16,S-165,S-165,A-306,1,TRUE,1,Bahati,,,birth seen,native
S-386,1,S,2021-03-16,S-165,S-165,A-306,2,TRUE,2,Nasibu,,,birth seen,native
S-387,2,S,2021-04-24,S-226,S-226,A-306,,TRUE,,"Spana, S-notched",,,with notch on right ear 11 o'clock,native
S-388,1,S,2021-06-01,S-286,S-286,A-346,,TRUE,,S-286_cub1,,,,native
S-389,2,S,2021-06-08,S-153,S-153,A-306,1,TRUE,1,S-black1,,,,native
S-390,1,S,2021-06-08,S-153,S-153,A-306,2,TRUE,2,S-black2,,,,native
S-391,1,S,2021-06-23,S-161,S-161,A-373,1,TRUE,1,S-161_cub1,,,,native
S-392,,S,2021-06-23,S-161,S-161,,2,FALSE,2,S-161_cub2,,,with notch on left ear 1 o'clock,native
S-393,1,S,2021-07-05,S-265,S-265,,,FALSE,,S-265_cub1,,,,native
S-394,1,S,2021-07-06,S-235,S-235,A-374,,TRUE,,S-235_youngest,,,with notch on right ear 1 o'clock (inside),native
S-395,,S,2021-07-16,S-222,S-222,,1,FALSE,1,,,,,native
S-396,,S,2021-07-16,S-222,S-222,,2,FALSE,2,,,,,native
S-397,2,S,2021-08-28,S-184,S-184,A-306,2,TRUE,2,S-184_cub1,,,,native
S-398,1,S,2021-08-28,S-184,S-184,A-306,1,TRUE,1,S-184_cub2,,,,native
S-399,2,S,2021-10-19,S-248,S-248,A-399,1,TRUE,1,,,,shrink ear,native
S-400,1,S,2021-10-19,S-248,S-248,,2,FALSE,2,,,,,native
S-401,2,S,2021-12-21,S-259,S-259,,1,FALSE,1,,,,,native
S-402,1,S,2021-12-21,S-259,S-259,,2,FALSE,2,,,,,native
S-403,,S,2022-01-05,S-265,S-265,,1,FALSE,1,,,,,native
S-404,,S,2022-01-05,S-265,S-265,,2,FALSE,2,,,,,native
S-405,2,S,2022-01-02,S-193,S-193,A-374,1,TRUE,1,,,,,native
S-406,2,S,2022-01-02,S-193,S-193,,2,FALSE,2,,,,,native
