"ID","sex","birthclan","birthdate","mothergenetic","mothersocial","father","litterdominance","DNA","litterdominancegenetic","name2","deathconfirmed","deathcause","comments","date_lastsighting"
"N-339",2,"N",2013-04-12,"N-237","N-237","M-288",1,0,NA,NA,NA,NA,NA,2017-06-12
"N-340",1,"N",2013-06-12,"N-281","N-281","S-171",1,0,NA,NA,NA,NA,NA,2013-11-12
"N-341",2,"N",2013-06-12,"N-143","N-143","T-108",1,0,NA,NA,NA,NA,NA,2019-08-12
"N-342",2,"N",2013-06-12,"N-143","N-143","T-108",2,0,NA,NA,NA,NA,NA,2018-02-12
"N-343",1,"N",2013-07-12,"N-137","N-137","M-182",1,0,NA,NA,NA,NA,NA,2015-01-12
"N-344",1,"N",2013-07-12,"N-137","N-137","M-182",2,0,NA,NA,NA,NA,NA,2022-12-12
"N-345",1,"N",2013-08-12,"N-167","N-167","A-240",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-346",2,"N",2013-08-12,"N-167","N-167","A-240",2,0,NA,NA,NA,NA,NA,2022-12-12
"N-347",2,"N",2013-08-12,"N-154","N-154","M-182",1,0,NA,NA,NA,NA,NA,2014-07-12
"N-348",2,"N",2013-08-12,"N-154","N-154","M-182",2,0,NA,NA,NA,NA,NA,2015-10-12
"N-349",2,"N",2013-09-12,"N-223","N-223","A-312",1,0,NA,NA,NA,NA,NA,2017-06-12
"N-350",1,"N",2013-09-12,"N-223","N-223","A-312",2,0,NA,NA,NA,NA,NA,2021-03-12
"N-351",1,"N",2013-09-12,"N-190","N-190","L-222",1,0,NA,NA,NA,NA,NA,2014-08-12
"N-352",2,"N",2013-11-12,"N-286","N-286","S-171",1,0,NA,NA,NA,NA,NA,2017-02-12
"N-353",1,"N",2013-11-12,"N-135","N-135","M-182",1,0,NA,NA,NA,NA,NA,2014-05-12
"N-354",2,"N",2013-11-12,"N-135","N-135","M-182",2,0,NA,NA,NA,NA,NA,2015-10-12
"N-355",2,"N",2013-12-12,"N-138","N-138","M-182",1,0,NA,NA,NA,NA,NA,2015-04-12
"N-356",1,"N",2013-12-12,"N-138","N-138","M-182",2,0,NA,NA,NA,NA,NA,2022-12-12
"N-357",1,"N",2014-01-12,"N-183","N-183","L-222",1,0,NA,NA,NA,NA,NA,2014-09-12
"N-358",2,"N",2014-01-12,"N-183","N-183","L-222",2,0,NA,NA,NA,NA,NA,2022-12-12
"N-359",2,"N",2014-04-12,"N-143","N-143","M-182",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-360",1,"N",2014-04-12,"N-143","N-143","M-182",2,0,NA,NA,NA,NA,NA,2015-07-12
"N-361",2,"N",2014-04-12,"N-224","N-224","A-312",1,0,NA,NA,NA,NA,NA,2017-07-12
"N-362",2,"N",2014-07-12,"N-300","N-300","M-334",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-363",1,"N",2014-07-12,"N-111","N-111","M-182",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-364",2,"N",2014-07-12,"N-111","N-111","M-182",2,0,NA,NA,NA,NA,NA,2017-05-12
"N-365",2,"N",2014-07-12,"N-286","N-286","M-317",1,0,NA,NA,NA,NA,NA,2015-11-12
"N-366",1,"N",2014-07-12,"N-286","N-286","M-317",2,0,NA,NA,NA,NA,NA,2021-06-12
"N-367",2,"N",2014-08-12,"N-118","N-118","M-182",1,0,NA,NA,NA,NA,NA,2015-04-12
"N-368",2,"N",2014-08-12,"N-118","N-118","M-182",2,0,NA,NA,NA,NA,NA,2017-03-12
"N-369",1,"N",2014-09-12,"N-138","N-138","M-182",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-370",2,"N",2014-12-12,"N-281","N-281","M-317",1,0,NA,NA,NA,NA,NA,2017-03-12
"N-371",2,"N",2015-03-12,"N-111","N-111","A-240",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-372",2,"N",2015-03-12,"N-111","N-111","A-240",2,0,NA,NA,NA,NA,NA,2017-12-12
"N-373",2,"N",2015-03-12,"N-167","N-167","A-240",1,0,NA,NA,NA,NA,NA,2015-09-12
"N-374",1,"N",2015-05-12,"N-143","N-143","A-240",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-375",2,"N",2015-05-12,"N-183","N-183","T-135",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-376",2,"N",2015-05-12,"N-183","N-183","T-135",2,0,NA,NA,NA,NA,NA,2016-04-12
"N-377",1,"N",2015-06-12,"N-118","N-118","A-240",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-378",2,"N",2015-07-12,"N-300","N-300","M-334",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-379",2,"N",2015-07-12,"N-300","N-300","M-334",2,0,NA,NA,NA,NA,NA,2018-03-12
"N-380",2,"N",2015-10-12,"N-306","N-306","M-336",1,0,NA,NA,NA,NA,NA,2020-02-12
"N-381",2,"N",2015-10-12,"N-224","N-224","A-312",1,0,NA,NA,NA,NA,NA,2020-12-12
"N-382",2,"N",2015-12-12,"N-326","N-326","T-173",1,0,NA,NA,NA,NA,NA,2017-01-12
"N-383",2,"N",2015-12-12,"N-111","N-111","T-135",1,0,NA,NA,NA,NA,NA,2017-05-12
"N-384",2,"N",2015-12-12,"N-190","N-190","T-135",1,0,NA,NA,NA,NA,NA,2016-12-12
"N-385",1,"N",2015-12-12,"N-190","N-190","T-135",2,0,NA,NA,NA,NA,NA,2017-07-12
"N-386",1,"N",2015-12-12,"N-154","N-154","T-135",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-387",1,"N",2016-03-12,"N-341","N-341","M-393",1,0,NA,NA,NA,NA,NA,2017-03-12
"N-388",2,"N",2016-03-12,"N-325","N-325","T-173",1,0,NA,NA,NA,NA,NA,2016-09-12
"N-389",2,"N",2016-04-12,"N-335","N-335","M-366",1,0,NA,NA,NA,NA,NA,2017-11-12
"N-390",1,"N",2016-05-12,"N-154","N-154","T-135",1,0,NA,NA,NA,NA,NA,2016-12-12
"N-391",1,"N",2016-06-12,"N-349","N-349","M-393",1,0,NA,NA,NA,NA,NA,2019-06-12
"N-392",1,"N",2016-06-12,"N-349","N-349","M-393",2,0,NA,NA,NA,NA,NA,2018-04-12
"N-393",1,"N",2016-09-12,"N-342","N-342","M-393",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-394",1,"N",2016-10-12,"N-364","N-364","L-372",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-395",2,"N",2016-10-12,"N-364","N-364","L-372",2,0,NA,NA,NA,NA,NA,2018-09-12
"N-396",1,"N",2016-10-12,"N-339","N-339","L-343",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-397",1,"N",2016-10-12,"N-339","N-339","L-343",2,0,NA,NA,NA,NA,NA,2022-12-12
"N-398",2,"N",2016-11-12,"N-306","N-306","M-336",1,0,NA,NA,NA,NA,NA,2018-04-12
"N-399",1,"N",2017-01-12,"N-154","N-154","T-135",1,0,NA,NA,NA,NA,NA,2018-04-12
"N-400",2,"N",2017-01-12,"N-154","N-154","T-135",2,0,NA,NA,NA,NA,NA,2017-12-12
"N-401",2,"N",2017-03-12,"N-361","N-361","M-393",1,0,NA,NA,NA,NA,NA,2017-09-12
"N-402",2,"N",2017-04-12,"N-300","N-300","M-334",1,0,NA,NA,NA,NA,NA,2018-10-12
"N-403",1,"N",2017-04-12,"N-190","N-190","T-135",1,0,NA,NA,NA,NA,NA,2018-06-12
"N-404",2,"N",2017-06-12,"N-306","N-306","M-336",1,0,NA,NA,NA,NA,NA,2018-03-12
"N-405",1,"N",2017-06-12,"N-306","N-306","M-336",2,0,NA,NA,NA,NA,NA,2022-12-12
"N-406",1,"N",2017-08-12,"N-362","N-362","L-372",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-407",2,"N",2017-08-12,"N-362","N-362","L-372",2,0,NA,NA,NA,NA,NA,2018-08-12
"N-408",2,"N",2017-08-12,"N-341","N-341","M-393",1,0,NA,NA,NA,NA,NA,2018-06-12
"N-409",2,"N",2017-08-12,"N-342","N-342","M-393",1,0,NA,NA,NA,NA,NA,2018-04-12
"N-410",1,"N",2017-09-12,"N-143","N-143","T-135",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-411",1,"N",2017-09-12,"N-325","N-325","T-173",1,0,NA,NA,NA,NA,NA,2018-02-12
"N-412",2,"N",2017-10-12,"N-371","N-371","L-377",1,0,NA,NA,NA,NA,NA,2018-09-12
"N-413",1,"N",2017-11-12,"N-358","N-358","L-372",1,0,NA,NA,NA,NA,NA,2018-07-12
"N-414",2,"N",2018-02-12,"N-300","N-300","M-334",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-415",1,"N",2018-03-12,"N-359","N-359","L-372",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-416",2,"N",2018-04-12,"N-378","N-378","E-261",1,0,NA,NA,NA,NA,NA,2019-09-12
"N-417",2,"N",2018-04-12,"N-378","N-378","E-261",2,0,NA,NA,NA,NA,NA,2019-10-12
"N-418",1,"N",2018-05-12,"N-375","N-375","L-377",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-419",2,"N",2018-05-12,"N-375","N-375","L-377",2,0,NA,NA,NA,NA,NA,2021-08-12
"N-420",2,"N",2018-06-12,"N-362","N-362","L-372",1,0,NA,NA,NA,NA,NA,2022-02-12
"N-421",2,"N",2018-06-12,"N-362","N-362","L-372",2,0,NA,NA,NA,NA,NA,2019-09-12
"N-422",2,"N",2018-10-12,"N-346","N-346","L-372",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-423",2,"N",2018-10-12,"N-346","N-346","L-372",2,0,NA,NA,NA,NA,NA,2022-02-12
"N-424",2,"N",2019-01-12,"N-143","N-143","F-143",1,0,NA,NA,NA,NA,NA,2019-06-12
"N-425",2,"N",2019-04-12,"N-371","N-371","L-377",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-426",2,"N",2019-05-12,"N-325","N-325","E-235",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-427",1,"N",2019-05-12,"N-325","N-325","E-235",2,0,NA,NA,NA,NA,NA,2022-12-12
"N-428",1,"N",2019-05-12,"N-154","N-154","F-143",1,0,NA,NA,NA,NA,NA,2020-03-12
"N-429",1,"N",2019-05-12,"N-154","N-154","F-143",2,0,NA,NA,NA,NA,NA,2022-12-12
"N-430",2,"N",2019-06-12,"N-300","N-300","M-334",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-431",2,"N",2019-06-12,"N-300","N-300","M-334",2,0,NA,NA,NA,NA,NA,2019-11-12
"N-432",1,"N",2019-06-12,"N-375","N-375","L-377",1,0,NA,NA,NA,NA,NA,2020-01-12
"N-433",2,"N",2019-06-12,"N-375","N-375","L-377",2,0,NA,NA,NA,NA,NA,2022-12-12
"N-434",2,"N",2019-07-12,"N-306","N-306","M-336",1,0,NA,NA,NA,NA,NA,2020-11-12
"N-435",1,"N",2019-07-12,"N-306","N-306","M-336",2,0,NA,NA,NA,NA,NA,2022-12-12
"N-436",1,"N",2019-09-12,"N-362","N-362","L-372",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-437",1,"N",2019-09-12,"N-362","N-362","L-372",2,0,NA,NA,NA,NA,NA,2022-12-12
"N-438",1,"N",2019-10-12,"N-358","N-358","L-372",1,0,NA,NA,NA,NA,NA,2020-11-12
"N-439",1,"N",2020-01-12,"N-378","N-378","E-261",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-440",1,"N",2020-01-12,"N-378","N-378","E-261",2,0,NA,NA,NA,NA,NA,2020-06-12
"N-441",1,"N",2020-01-12,"N-359","N-359","L-372",1,0,NA,NA,NA,NA,NA,2021-07-12
"N-442",1,"N",2020-01-12,"N-359","N-359","L-372",2,0,NA,NA,NA,NA,NA,2021-01-12
"N-443",1,"N",2020-02-12,"N-380","N-380","S-327",1,0,NA,NA,NA,NA,NA,2020-12-12
"N-444",2,"N",2020-04-12,"N-371","N-371","L-377",1,0,NA,NA,NA,NA,NA,2021-01-12
"N-445",1,"N",2020-04-12,"N-371","N-371","L-377",2,0,NA,NA,NA,NA,NA,2022-12-12
"N-446",2,"N",2020-04-12,"N-358","N-358","L-372",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-447",1,"N",2020-06-12,"N-419","N-419","T-241",1,0,NA,NA,NA,NA,NA,2022-10-12
"N-448",2,"N",2020-06-12,"N-419","N-419","T-241",2,0,NA,NA,NA,NA,NA,2022-12-12
"N-449",1,"N",2020-06-12,"N-346","N-346","L-372",1,0,NA,NA,NA,NA,NA,2021-05-12
"N-450",1,"N",2020-08-12,"N-375","N-375","L-377",1,0,NA,NA,NA,NA,NA,2021-11-12
"N-451",2,"N",2020-08-12,"N-375","N-375","L-377",2,0,NA,NA,NA,NA,NA,2022-12-12
"N-452",2,"N",2020-09-12,"N-325","N-325","E-235",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-453",1,"N",2020-10-12,"N-420","N-420","T-241",1,0,NA,NA,NA,NA,NA,2021-06-12
"N-454",2,"N",2021-01-12,"N-371","N-371","L-377",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-455",1,"N",2021-01-12,"N-371","N-371","L-377",2,0,NA,NA,NA,NA,NA,2022-12-12
"N-456",2,"N",2021-02-12,"N-306","N-306","N-309",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-457",1,"N",2021-03-12,"N-362","N-362","L-372",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-458",1,"N",2021-03-12,"N-358","N-358","L-372",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-459",2,"N",2021-03-12,"N-358","N-358","L-372",2,0,NA,NA,NA,NA,NA,2022-12-12
"N-460",2,"N",2021-04-12,"N-419","N-419","T-241",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-461",2,"N",2021-05-12,"N-426","N-426","T-250",1,0,NA,NA,NA,NA,NA,2022-06-12
"N-462",2,"N",2021-07-12,"N-359","N-359","A-483",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-463",2,"N",2021-07-12,"N-359","N-359","A-483",2,0,NA,NA,NA,NA,NA,2021-12-12
"N-464",1,"N",2021-08-12,"N-375","N-375","L-377",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-465",1,"N",2021-09-12,"N-378","N-378","E-257",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-466",1,"N",2021-09-12,"N-378","N-378","E-257",2,0,NA,NA,NA,NA,NA,2022-12-12
"N-467",2,"N",2021-11-12,"N-422","N-422","T-241",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-468",2,"N",2021-12-12,"N-362","N-362","A-483",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-469",1,"N",2021-12-12,"N-362","N-362","A-483",2,0,NA,NA,NA,NA,NA,2022-12-12
"N-470",2,"N",2022-01-12,"N-346","N-346","A-483",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-471",1,"N",2022-02-12,"N-325","N-325","E-235",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-472",1,"N",2022-04-12,"N-306","N-306","N-309",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-473",1,"N",2022-05-12,"N-414","N-414","T-241",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-474",1,"N",2022-05-12,"N-414","N-414","T-241",2,0,NA,NA,NA,NA,NA,2022-12-12
"N-475",1,"N",2022-05-12,"N-371","N-371","L-377",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-476",2,"N",2022-06-12,"N-426","N-426","T-250",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-477",2,"N",2022-09-12,"N-358","N-358","A-483",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-478",1,"N",2022-10-12,"N-430","N-430","T-250",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-479",2,"N",2022-10-12,"N-362","N-362","A-483",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-480",2,"N",2022-10-12,"N-422","N-422","T-241",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-481",2,"N",2022-11-12,"N-375","N-375","L-377",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-482",2,"N",2022-11-12,"N-375","N-375","L-377",2,0,NA,NA,NA,NA,NA,2022-12-12
"N-483",1,"N",2022-11-12,"N-346","N-346","A-483",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-484",1,"N",2022-11-12,"N-346","N-346","A-483",2,0,NA,NA,NA,NA,NA,2022-12-12
"N-485",1,"N",2022-12-12,"N-359","N-359","A-483",1,0,NA,NA,NA,NA,NA,2022-12-12
"N-486",1,"N",2022-12-12,"N-359","N-359","A-483",2,0,NA,NA,NA,NA,NA,2022-12-12
"S-001",2,"S",1989-04-14,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2002-05-12
"S-002",2,"S",1989-07-29,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2001-07-12
"S-003",2,"S",1983-06-06,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2000-05-12
"S-004",2,"S",1988-04-14,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2005-07-12
"S-005",2,"S",1990-01-08,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2002-02-12
"S-040",1,"S",1990-04-14,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2003-06-12
"S-041",1,"S",1993-04-14,"S-004","S-004",NA,1,0,NA,NA,NA,NA,NA,1999-11-12
"S-042",1,"S",1993-07-19,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2000-02-12
"S-043",1,"S",1994-01-16,"S-002","S-002",NA,1,0,NA,NA,NA,NA,NA,1997-05-12
"S-044",1,"S",1993-10-14,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2006-02-12
"S-045",1,"S",1996-05-12,"S-001","S-001","S-040",1,0,NA,NA,NA,NA,NA,2015-05-12
"S-046",1,"S",1996-05-12,"S-003","S-003","S-040",1,0,NA,NA,NA,NA,NA,2000-07-12
"S-047",1,"S",1996-06-12,"S-002","S-002","S-040",1,0,NA,NA,NA,NA,NA,2007-07-12
"S-048",1,"S",1996-09-12,"S-004","S-004","S-040",1,0,NA,NA,NA,NA,NA,2002-01-12
"S-049",2,"S",1997-01-12,"S-005","S-005","S-040",1,0,NA,NA,NA,NA,NA,2002-10-12
"S-050",2,"S",1997-01-12,"S-001","S-001","S-040",1,0,NA,NA,NA,NA,NA,2005-08-12
"S-051",2,"S",1997-09-12,"S-002","S-002","S-040",1,0,NA,NA,NA,NA,NA,2007-11-12
"S-052",2,"S",1997-09-12,"S-002","S-002","S-040",2,0,NA,NA,NA,NA,NA,2008-07-12
"S-053",2,"S",1998-01-12,"S-004","S-004","S-040",1,0,NA,NA,NA,NA,NA,2007-01-12
"S-054",2,"S",1998-01-12,"S-004","S-004","S-040",2,0,NA,NA,NA,NA,NA,2002-11-12
"S-055",2,"S",1998-02-12,"S-001","S-001","S-040",1,0,NA,NA,NA,NA,NA,2000-09-12
"S-056",2,"S",1998-02-12,"S-001","S-001","S-040",2,0,NA,NA,NA,NA,NA,2007-02-12
"S-057",2,"S",1998-05-12,"S-003","S-003","S-040",1,0,NA,NA,NA,NA,NA,2004-04-12
"S-058",1,"S",1998-07-12,"S-005","S-005","S-040",1,0,NA,NA,NA,NA,NA,1999-11-12
"S-059",1,"S",1998-10-12,"S-001","S-001","S-040",1,0,NA,NA,NA,NA,NA,2014-07-12
"S-060",1,"S",1998-10-12,"S-001","S-001","S-040",2,0,NA,NA,NA,NA,NA,2001-12-12
"S-061",2,"S",1998-11-12,"S-003","S-003","S-040",1,0,NA,NA,NA,NA,NA,2000-10-12
"S-062",1,"S",1998-12-12,"S-002","S-002","S-040",1,0,NA,NA,NA,NA,NA,2012-09-12
"S-063",1,"S",1999-04-12,"S-049","S-049","M-050",1,0,NA,NA,NA,NA,NA,2013-04-12
"S-064",2,"S",1999-05-12,"S-003","S-003","S-040",1,0,NA,NA,NA,NA,NA,2003-02-12
"S-065",2,"S",1999-10-12,"S-050","S-050","M-050",1,0,NA,NA,NA,NA,NA,2002-07-12
"S-066",2,"S",1999-12-12,"S-005","S-005","S-040",1,0,NA,NA,NA,NA,NA,2007-11-12
"S-067",2,"S",1999-12-12,"S-001","S-001","S-040",1,0,NA,NA,NA,NA,NA,2002-03-12
"S-068",1,"S",2000-02-12,"S-004","S-004","S-040",1,0,NA,NA,NA,NA,NA,2016-11-12
"S-069",2,"S",2000-03-12,"S-055","S-055","A-125",1,0,NA,NA,NA,NA,NA,2001-08-12
"S-070",1,"S",2000-05-12,"S-050","S-050","A-125",1,0,NA,NA,NA,NA,NA,2010-02-12
"S-071",2,"S",2000-05-12,"S-050","S-050","A-125",2,0,NA,NA,NA,NA,NA,2002-11-12
"S-072",2,"S",2000-07-12,"S-049","S-049","A-125",1,0,NA,NA,NA,NA,NA,2002-05-12
"S-073",1,"S",2000-07-12,"S-002","S-002","S-040",1,0,NA,NA,NA,NA,NA,2001-05-12
"S-074",2,"S",2000-09-12,"S-056","S-056","A-125",1,0,NA,NA,NA,NA,NA,2002-01-12
"S-075",1,"S",2000-09-12,"S-054","S-054","A-125",1,0,NA,NA,NA,NA,NA,2015-02-12
"S-076",2,"S",2000-09-12,"S-004","S-004","S-040",1,0,NA,NA,NA,NA,NA,2013-08-12
"S-077",2,"S",2001-03-12,"S-053","S-053","A-125",1,0,NA,NA,NA,NA,NA,2011-04-12
"S-078",1,"S",2001-05-12,"S-057","S-057","A-125",1,0,NA,NA,NA,NA,NA,2017-12-12
"S-079",2,"S",2001-07-12,"S-049","S-049","A-125",1,0,NA,NA,NA,NA,NA,2017-04-12
"S-080",2,"S",2001-07-12,"S-049","S-049","A-125",2,0,NA,NA,NA,NA,NA,2017-01-12
"S-081",2,"S",2001-07-12,"S-050","S-050","A-125",1,0,NA,NA,NA,NA,NA,2012-02-12
"S-082",2,"S",2001-09-12,"S-001","S-001","S-040",1,0,NA,NA,NA,NA,NA,2008-12-12
"S-083",1,"S",2001-09-12,"S-001","S-001","S-040",2,0,NA,NA,NA,NA,NA,2004-02-12
"S-084",1,"S",2001-10-12,"S-052","S-052","A-125",1,0,NA,NA,NA,NA,NA,2008-04-12
"S-085",1,"S",2001-10-12,"S-054","S-054","A-125",1,0,NA,NA,NA,NA,NA,2013-02-12
"S-086",2,"S",2001-11-12,"S-056","S-056","A-125",1,0,NA,NA,NA,NA,NA,2002-11-12
"S-087",2,"S",2001-12-12,"S-057","S-057","A-125",1,0,NA,NA,NA,NA,NA,2013-01-12
"S-088",1,"S",2002-05-12,"S-053","S-053","A-125",1,0,NA,NA,NA,NA,NA,2003-05-12
"S-089",2,"S",2002-08-12,"S-049","S-049","A-125",1,0,NA,NA,NA,NA,NA,2016-02-12
"S-090",1,"S",2002-08-12,"S-054","S-054","A-125",1,0,NA,NA,NA,NA,NA,2003-05-12
"S-091",1,"S",2002-09-12,"S-071","S-071","L-115",1,0,NA,NA,NA,NA,NA,2004-05-12
"S-092",2,"S",2002-09-12,"S-071","S-071","L-115",2,0,NA,NA,NA,NA,NA,2006-05-12
"S-093",1,"S",2002-11-12,"S-066","S-066","L-105",1,0,NA,NA,NA,NA,NA,2006-04-12
"S-094",2,"S",2002-11-12,"S-050","S-050","A-125",1,0,NA,NA,NA,NA,NA,2013-04-12
"S-095",2,"S",2002-11-12,"S-057","S-057","A-125",1,0,NA,NA,NA,NA,NA,2005-03-12
"S-096",1,"S",2003-04-12,"S-056","S-056","A-125",1,0,NA,NA,NA,NA,NA,2004-01-12
"S-097",2,"S",2003-05-12,"S-053","S-053","A-125",1,0,NA,NA,NA,NA,NA,2006-09-12
"S-098",1,"S",2003-07-12,"S-052","S-052","A-125",1,0,NA,NA,NA,NA,NA,2007-02-12
"S-099",1,"S",2003-09-12,"S-077","S-077","T-006",1,0,NA,NA,NA,NA,NA,2004-05-12
"S-100",2,"S",2003-09-12,"S-050","S-050","A-125",1,0,NA,NA,NA,NA,NA,2008-01-12
"S-101",1,"S",2003-09-12,"S-050","S-050","A-125",2,0,NA,NA,NA,NA,NA,2005-01-12
"S-102",2,"S",2003-10-12,"S-066","S-066","L-105",1,0,NA,NA,NA,NA,NA,2006-06-12
"S-103",1,"S",2003-10-12,"S-066","S-066","L-105",2,0,NA,NA,NA,NA,NA,2004-10-12
"S-104",1,"S",2004-02-12,"S-051","S-051","A-132",1,0,NA,NA,NA,NA,NA,2008-11-12
"S-105",2,"S",2004-04-12,"S-080","S-080","A-169",1,0,NA,NA,NA,NA,NA,2008-02-12
"S-106",1,"S",2004-04-12,"S-050","S-050","A-132",1,0,NA,NA,NA,NA,NA,2012-10-12
"S-107",1,"S",2004-04-12,"S-056","S-056","A-132",1,0,NA,NA,NA,NA,NA,2018-05-12
"S-108",1,"S",2004-04-12,"S-056","S-056","A-132",2,0,NA,NA,NA,NA,NA,2012-10-12
"S-109",2,"S",2004-08-12,"S-079","S-079","A-169",1,0,NA,NA,NA,NA,NA,2012-08-12
"S-110",2,"S",2004-08-12,"S-079","S-079","A-169",2,0,NA,NA,NA,NA,NA,2010-12-12
"S-111",1,"S",2004-08-12,"S-081","S-081","A-169",1,0,NA,NA,NA,NA,NA,2008-12-12
"S-112",2,"S",2004-08-12,"S-081","S-081","A-169",2,0,NA,NA,NA,NA,NA,2013-04-12
"S-113",2,"S",2004-08-12,"S-066","S-066","L-105",1,0,NA,NA,NA,NA,NA,2007-03-12
"S-114",1,"S",2004-12-12,"S-077","S-077","T-006",1,0,NA,NA,NA,NA,NA,2020-10-12
"S-115",2,"S",2005-01-12,"S-094","S-094","M-170",1,0,NA,NA,NA,NA,NA,2013-05-12
"S-116",1,"S",2005-01-12,"S-094","S-094","M-170",2,0,NA,NA,NA,NA,NA,2006-10-12
"S-117",1,"S",2005-01-12,"S-080","S-080","A-169",1,0,NA,NA,NA,NA,NA,2022-02-12
"S-118",1,"S",2005-05-12,"S-092","S-092","M-170",1,0,NA,NA,NA,NA,NA,2021-09-12
"S-119",2,"S",2005-05-12,"S-052","S-052","A-132",1,0,NA,NA,NA,NA,NA,2013-11-12
"S-120",1,"S",2005-06-12,"S-082","S-082","A-169",1,0,NA,NA,NA,NA,NA,2016-09-12
"S-121",1,"S",2005-08-12,"S-079","S-079","A-169",1,0,NA,NA,NA,NA,NA,2014-11-12
"S-122",2,"S",2005-09-12,"S-056","S-056","A-132",1,0,NA,NA,NA,NA,NA,2007-01-12
"S-123",1,"S",2005-09-12,"S-056","S-056","A-132",2,0,NA,NA,NA,NA,NA,2012-05-12
"S-124",2,"S",2005-09-12,"S-053","S-053","A-132",1,0,NA,NA,NA,NA,NA,2008-03-12
"S-125",2,"S",2005-09-12,"S-053","S-053","A-132",2,0,NA,NA,NA,NA,NA,2006-07-12
"S-126",2,"S",2005-10-12,"S-076","S-076","L-115",1,0,NA,NA,NA,NA,NA,2008-08-12
"S-127",2,"S",2005-11-12,"S-102","S-102","M-188",1,0,NA,NA,NA,NA,NA,2014-10-12
"S-128",1,"S",2005-11-12,"S-102","S-102","M-188",2,0,NA,NA,NA,NA,NA,2012-05-12
"S-129",2,"S",2005-12-12,"S-051","S-051","A-132",1,0,NA,NA,NA,NA,NA,2008-02-12
"S-130",2,"S",2006-02-12,"S-081","S-081","A-169",1,0,NA,NA,NA,NA,NA,2008-07-12
"S-131",2,"S",2006-02-12,"S-094","S-094","M-170",1,0,NA,NA,NA,NA,NA,2008-07-12
"S-132",2,"S",2006-03-12,"S-080","S-080","A-169",1,0,NA,NA,NA,NA,NA,2021-02-12
"S-133",2,"S",2006-05-12,"S-089","S-089","M-170",1,0,NA,NA,NA,NA,NA,2018-10-12
"S-134",2,"S",2006-05-12,"S-087","S-087","L-130",1,0,NA,NA,NA,NA,NA,2018-01-12
"S-135",1,"S",2006-08-12,"S-066","S-066","L-105",1,0,NA,NA,NA,NA,NA,2007-04-12
